ITEM,SETOR,NUP,EMPRESA,VALOR,COMPETENCIA,CONTRATO,VENCIMENTO_CONTRATO,NOTA_PATRIMONIAL,PARCELA,ITEM_DESPESA,FONTE,NATUREZA_DE_DESPESA,RECURSO,P_A,NUMERO_EMPENHO,IMPOSTO_DE_RENDA,IMPOSTO_ISS,INSS,DATA_PAGAMENTO,VALOR_LIQUIDO,N_DA_LIQUIDAO,Unnamed_30
115,TRANSPORTE,24001.010621/2025-16,AGATHA,2243147.0,2025-01-01,1118/2021,2025-12-16 00:00:00.000000000,44,583.0,2161,FAE,339039,Produção,78388,2025NE000126,,,,,,,
116,MANUTENÇÃO,24001.010627/2025-93 ,SERV IMAGEM,811416.0,2025-01-01,468/2019,2025-06-26 00:00:00.000000000,44,578.0,2156,FAE,339039,Produção,78245,2025NE000120,,,,,,,
117,MANUTENÇÃO,24001.010449/2025-09,CEGAS,1808735.0,2025-01-01,359/2023,2025-04-20 00:00:00.000000000,44,633.0,1869,FAE,339030,Produção,77707,2025NE000094,,,,,,,
118,SAME, 24001.010393/2025-84,MRH,1367366.0,2025-01-01,944/2022,2025-12-21 00:00:00.000000000,123,603.0,2173,FAE,339039,Produção,79006,2025NE000274,,,,,,,
119,MANUTENÇÃO,24001.010471/2025-41,STARC,16762.0,2025-01-01,1120/2024,,44,578.0,2156,FAE,339039,Produção,78178,2025NE000119,,,,,,,
120,MANUTENÇÃO,24001.010219/2025-31,PROJETUB,11625.0,2025-01-01,293/2019,2025-04-12 00:00:00.000000000,44,578.0,2156,FAE,339039,Produção,77855,2025NE000115,,,,,,,
121,MANUTENÇÃO,24001.010247/2025-59,INCOMED,324669.0,2025-01-01,70/2021,2025-02-22 00:00:00.000000000,44,578.0,2156,FAE,339039,Produção,78048,2025NE000116,,,,,,,
122,NUTRIÇÃO,24001.010616/2025-11,PH COMERCIAL,85536.0,2025-02-01,1552/2024,2025-11-13 00:00:00.000000000,44,635.0,1872,FAE,339030,Produção,81162,2025NE000104,,,,,,,
123,NUTRIÇÃO,24001.010598/2025-60,PH COMERCIAL,344.0,2025-02-01,1552/2024,2025-11-13 00:00:00.000000000,44,0.0,1872,FAE,339030,Produção,80617,2025NE000137,XXX,XXX,XXX,2025-04-01 00:00:00,"R$344,00",2025NL000627,
124,NUTRIÇÃO,24001.010615/2025-69,PH COMERCIAL,2376.0,2025-02-01,1552/2024,2025-11-13 00:00:00.000000000,44,641.0,1872,FAE,339030,Produção,81164,2025NE000138,,,,,,,
125,TRANSPORTE,24001.010196/2025-65,UNI SOS,138900.0,2025-01-01,1064/2024,,228,606.0,2211,FAE,339039,Produção,79916,2025NE000287,,,,,,,
126,MANUTENÇÃO,24001.010048/2025-41,ASSISTEC,35476.0,2025-01-01,854/2019,2025-08-14 00:00:00.000000000,228,609.0,2156,TESOURO,339039,T/500,T/500,2025NE000117,,,,,,,
127,CMMH,24001.021610/2024-81,MEDICAL LIFE,128200.0,,OC,,123,649.0,1895,ANULADO,Não Informado,Não Informado,,2025NE000160,,,,,,,
128,MANUTENÇÃO,24001.010031/2025-93,AMED,13999.0,2025-01-01,69/2021,2025-02-18 00:00:00.000000000,44,578.0,2156,FAE,339039,Produção,77853,2025NE000101,,,,,,,
129,INFORMATICA,24001.010888/2025-11,OPENBASE,14973.0,2025-01-01,1645/2024,2025-12-05 00:00:00.000000000,TESOURO,58.0,3078,TESOURO,339040,Produção,79945,2025NE000397,,,,,,,
130,MANUTENÇÃO,24001.010918/2025-81,LOCMED,7574.0,2025-01-01,1409/2024,2025-11-19 00:00:00.000000000,44,579.0,2163,FAE,339039,Produção,77837,2025NE000099,,,,,,,
131,MANUTENÇÃO,24001.010910/2025-15,LOCMED,42000.0,2025-01-01,286/2024,2025-07-22 00:00:00.000000000,44,579.0,2163,FAE,339039,Produção,77842,2025NE000100,,,,,,,
132,MANUTENÇÃO,24001.010885/2025-70,TK ELEVADORES,500651.0,2025-01-01,1114/2024,2025-09-11 00:00:00.000000000,44,578.0,2156,FAE,339039,Produção,78177,2025NE000118,,,,,,,
133,MANUTENÇÃO,24001.010784/2025-07,GELAR,37375.0,2025-01-01,792/2020,2025-07-24 00:00:00.000000000,44,580.0,2156,FAE,339039,Produção,(86836)PA DE RETENÇA77740,2025NE000107,,,,,,,
134,MANUTENÇÃO,24001.010779/2025-96,DIOTEC,15180.0,2025-01-01,749/2024,2025-08-01 00:00:00.000000000,44,580.0,2156,FAE,339039,Produção,78047,2025NE000112,,,,,,,
135,MANUTENÇÃO,24001.010666/2025-91,PROEL,11250.0,2025-01-01,1005/2023,2025-09-19 00:00:00.000000000,44,580.0,2156,FAE,339039,Produção,77836,2025NE000102,,,,,,,
136,MANUTENÇÃO,24001.010660/2025-13,PROEL,183452.0,2025-01-01,1077/2020,2025-09-26 00:00:00.000000000,44,580.0,2156,FAE,339039,Produção,77854,2025NE000103,,,,,,,
137,MANUTENÇÃO,24001.010783/2025-54,GE ENGENHARIA,3628239.0,2025-01-01,1049/2023,2025-10-09 00:00:00.000000000,TESOURO,577.0,2156,TESOURO,339039,T/500,T/500,2025NE000087,,,,,,,
139,MANUTENÇÃO,24001.011203/2025-46,MATMED,2753065.0,2025-01-01,330/2024,2025-05-09 00:00:00.000000000,44,581.0,2163,FAE,339039,Não Informado,77942,2025NE000124,,,,,,,
140,ROUPARIA, 24001.011412/2025-90,TECLAV,1163568.0,2025-01-01,889/2022,2025-12-14 00:00:00.000000000,NP 401,,Não Informado,Não Informado,Não Informado,Produção,81204,2025NE000542,,,,,,,
141,ROUPARIA,24001.011414/2025-89,TECLAV,50839199.0,2025-01-01,889/2022,2025-12-14 00:00:00.000000000,NP 401,,Não Informado,Não Informado,Não Informado,Produção,81217,2025NE000541,,,,,,,
142,MANUTENÇÃO,24001.011459/2025-53,MARIA NORMA,350896.0,2025-01-01,616/2019,2025-08-01 00:00:00.000000000,44,582.0,2083,FAE,339036,Produção,77851,2025NE000122,,,,,,,
143,FARMACIA,24001.009277/2025-12,JB FARMA,8324.0,2025-02-01,OC,2025-06-27 00:00:00.000000000,44,642.0,1874,FAE,339030,Produção,87246,2025NE000141,,,,,,,
144,SEAGE,24001.010243/2025-71,MARQUISE,625005.0,2025-01-01,530/2024,,TESOURO,584.0,2142,TESOURO,339039,T/500,T/500,2025NE000132,,,,,,,
145,FARMACIA,24001.009402/2025-94,ONCOEXO,14472.0,2025-02-01,OC,2025-08-26 00:00:00.000000000,123,647.0,1874,FAE,339030,Produção,80581,2025NE000166,"R$17,37",XXX,XXX,2025-04-01 00:00:00,"R$1.429,83",2025NL000624,
146,FARMACIA,24001.009340/2025-11,UNI HOSPITALAR,32967.0,2025-02-01,OC,2025-02-13 00:00:00.000000000,123,647.0,1874,FAE,339030,Produção,79662,2025NE000173,,,,,,,
147,FARMACIA,24001.009579/2025-91,EMMARKA,568443.0,2025-02-01,OC,2026-01-22 00:00:00.000000000,123,647.0,1874,FAE,339030,Produção,79022,2025NE000170,,,,,,,
148,FARMACIA,24001.009409/2025-14,ELFA MEDICAMENTOS,2240.0,2025-02-01,OC,2025-07-25 00:00:00.000000000,123,647.0,1874,FAE,339030,Produção,79658,2025NE000171,,,,,,,
149,FARMACIA,24001.009359/2025-67,T S COMERCIAL,8425.0,2025-02-01,OC,2025-05-20 00:00:00.000000000,44,638.0,1874,FAE,339030,Produção,80924,2025NE000128,"R$101,10",XXX,XXX,2025-04-09 00:00:00,"R$8.323,90",2025NL000681,
150,FARMACIA,24001.009604/2025-36,IMPORTEC,83400.0,2025-02-01,OC,2025-12-03 00:00:00.000000000,123,648.0,1894,FAE,339030,Produção,78586,2025NE000172,"R$1.000,80",XXX,XXX,2025-02-28 00:00:00,"R$82.399,20",2025NL000360,
151,CMMH,24001.008432/2025-83,KORAL PRODUTOS,481.0,2025-02-01,OC,2025-12-10 00:00:00.000000000,123,649.0,1895,FAE,339030,Produção,79777,2025NE000161,,,,,,,
152,FARMACIA,24001.009834/2025-03,APA COMÉRCIO,903.0,2025-02-01,OC,2024-05-10 00:00:00.000000000,123,657.0,1894,FAE,339030,Não Informado,,2025NE000187,,,,,,,
153,FARMACIA,24001.009586/2025-92,ELFA MEDICAMENTOS,1083.0,2025-02-01,OC,2025-10-09 00:00:00.000000000,123,656.0,1874,FAE,339030,Produção,82263,2025NE000190,MPRESSO,,,,,,
154,FARMACIA,24001.009593/2025-94,JB FARMA,6162.0,2025-02-01,OC,2025-08-12 00:00:00.000000000,123,656.0,1874,FAE,339030,Não Informado,,2025NE000196,,,,,,,
155,ALMOXARIFADO,24001.008994/2025-27,LD OLIVEIRA,5199.0,2025-02-01,OC,2024-03-19 00:00:00.000000000,123,655.0,1882,FAE,339030,Produção,80436,2025NE000188,XXX,XXX,XXX,2025-04-01 00:00:00,"R$519,90",2025NL000609,
156,FARMACIA,24001.009002/2025-89,ANTIBIÓTICOS DO BRASIL,2124.0,2025-02-01,OC,2025-06-17 00:00:00.000000000,123,656.0,1874,FAE,339030,Produção,80585,2025NE000197,"R$25,49",XXX,XXX,2025-04-01 00:00:00,"R$2.098,51",2025NL000621,
157,FARMACIA,24001.009032/2025-95,EMMARKA,3224.0,2025-02-01,OC,2025-12-05 00:00:00.000000000,123,656.0,1874,FAE,339030,Produção,81881,2025NE000195,MPRESSO,,,,,,
158,ALMOXARIFADO,24001.009058/2025-33,R T COSTA FELICIANO,1698.0,2025-02-01,OC,2025-07-11 00:00:00.000000000,123,655.0,1882,FAE,339030,Não Informado,,2025NE000194,,,,,,,
159,FARMACIA,24001.009607/2025-70,DNE - COMERCIO,57600.0,2025-02-01,OC,2025-08-11 00:00:00.000000000,123,657.0,1894,FAE,339030,Produção,78469,2025NE000199,"R$691,20",XXX,XXX,2025-02-28 00:00:00,"R$56.908,80",2025NL000337,
160,CMMH,24001.011553/2025-11,AGF MEDICAL,50038.0,2025-02-01,616/2024,2025-06-09 00:00:00.000000000,44,634.0,1895,FAE,339030,Produção,77938,2025NE000106,,,,,,,
161,MANUTENÇÃO,24001.011530/2025-06,PHASE TECH,419124.0,2025-01-01,59/2021,,44,580.0,2156,FAE,339039,Produção,78929,2025NE000110,,,,,,,
162,NUTRIÇÃO,24001.010622/2025-61,MARIA ADAGLENE,534.0,2025-02-01,1551/2024,2025-11-13 00:00:00.000000000,44,641.0,1872,FAE,339030,Produção,81534,2025NE000139,,,,,,,
163,FARMACIA,24001.009779/2025-43,UNIAO QUIMICA,19020.0,2025-02-01,OC,2026-01-28 00:00:00.000000000,123,656.0,1874,FAE,339030,Produção,80582,2025NE000201,"R$228,24",XXX,XXX,2025-04-01 00:00:00,"R$18.791,76",2025NL000623,
164,FARMACIA,24001.008993/2025-82,COMERCIAL VALFARMA,1620.0,2025-02-01,OC,2025-05-20 00:00:00.000000000,123,656.0,1874,FAE,339039,Produção,79018,2025NE000210,,,,,,,
165,MANUTENÇÃO,24001.011590/2025-11,MACNOR,4900.0,2025-01-01,1247/2020,,44,580.0,2156,FAE,339039,Produção,77852,2025NE000109,,,,,,,
166,MANUTENÇÃO,24001.011626/2025-66,EXCIMER,28507.0,2025-01-01,566/2022,,44,580.0,2156,FAE,339039,Produção,77939,2025NE000105,,,,,,,
167,CMMH,24001.010494/2025-55,BELIEVE FARMA,6218.0,2025-02-01,OC,2026-01-30 00:00:00.000000000,123,661.0,1895,FAE,339030,Produção,82030,2025NE000223,IMPRESSO,,,,,,
168,CMMH,24001.010463/2025-02,SYSMEDICA,1716.0,2025-02-01,OC,2026-01-15 00:00:00.000000000,123,661.0,1895,FAE,339030,Não Informado,79386,2025NE000224,"R$20,59",XXX,XXX,2025-03-17 00:00:00,"R$1.695,41",2025NL000450,
169,CMMH,24001.010472/2025-95,GRADUAL COMERCIO,3450.0,2025-02-01,OC,2026-01-15 00:00:00.000000000,123,661.0,1895,FAE,339030,Não Informado,,2025NE000225,,,,,,,
170,CMMH,24001.010420/2025-19,LM FARMA,78105.0,2025-02-01,OC,2026-01-15 00:00:00.000000000,123,649.0,1895,FAE,339030,Produção,79338,2025NE000162,"R$93,73",XXX,XXX,2025-03-13 00:00:00,"R$7.716,77",2025NL000445,
171,CMMH,24001.010439/2025-65,DNE - COMERCIO,1945.0,2025-02-01,OC,2026-01-15 00:00:00.000000000,123,661.0,1895,FAE,339030,Produção,79008,2025NE000226,,,,,,,
172,CMMH,24001.010456/2025-01,QUEBEC COMERCIAL,167189.0,2025-02-01,OC,2026-01-15 00:00:00.000000000,123,661.0,1895,FAE,339030,Produção,79868,2025NE000217,"R$200,63",XXX,XXX,2025-03-27 00:00:00,"R$16.518,27",2025NL000549,
174,CMMH,24001.010406/2025-15,MR HOSPITALAR,4450.0,2025-02-01,OC,2026-01-15 00:00:00.000000000,123,661.0,1895,FAE,339030,Produção,79017,2025NE000219,,,,,,,
175,NUTRIÇÃO,24001.010595/2025-26,ART MEDICA,1256.0,2025-02-01,OC,2025-07-29 00:00:00.000000000,123,667.0,1872,FAE,339030,Produção,80432,2025NE000230,"R$15,07",XXX,XXX,2025-04-01 00:00:00,"R$1.240,93",2025NL000611,
176,CMMH,24001.010366/2025-10,ENFERMED,1081.0,2025-02-01,OC,2026-01-13 00:00:00.000000000,44,637.0,1895,FAE,339030,Produção,78180,2025NE000130,"R$12,97",XXX,XXX,2025-02-25 00:00:00,"R$1.068,03",2025NL000310,
177,CMMH,24001.011829/2025-52,SURGICALLMED,690.0,2025-02-01,1454/2024,2025-11-02 00:00:00.000000000,44,634.0,1895,FAE,339030,Produção,78044,2025NE000095,"R$8,28",XXX,XXX,2025-02-25 00:00:00,"R$681,72",2025NL000301,
178,NUTRIÇÃO,24001.010606/2025-78,ROBERTO CORETTI,8640.0,2025-02-01,OC,2025-10-01 00:00:00.000000000,123,650.0,1872,FAE,339030,Produção,78572,2025NE000167,"R$103,68",XXX,XXX,2025-03-06 00:00:00,"R$8.536,32", ,
179,CMMH,24001.011831/2025-21,SURGICALLMED,920.0,2025-02-01,1454/2024,2025-11-02 00:00:00.000000000,44,634.0,1895,FAE,339030,Produção,78000,2025NE000096,,,,,,,
180,CMMH,24001.011835/2025-18,SURGICALLMED,920.0,2025-02-01,1454/2024,2025-11-02 00:00:00.000000000,44,634.0,1895,FAE,339030,Produção,78052,2025NE000097,"R$11,04",XXX,XXX,2025-02-25 00:00:00,"R$908,96",2025NL000302,
181,CMMH,24001.011840/2025-12,SURGICALLMED,920.0,2025-02-01,1454/2024,2025-11-02 00:00:00.000000000,44,634.0,1895,FAE,339030,Produção,78045,2025NE000113,"R$11,04",XXX,XXX,2025-02-25 00:00:00,"R$908,96",2025NL000305,
182,MANUTENÇÃO,24001.011833/2025-11,ANTONIO COLAÇO,1169896.0,2025-01-01,975/2022,2025-12-13 00:00:00.000000000,44,582.0,2083,FAE,339036,Produção,77835,2025NE000121,,,,,,,
183,CMMH,24001.011888/2025-21,SURGICALLMED,60.0,2025-02-01,1454/2024,2025-11-02 00:00:00.000000000,44,634.0,1895,FAE,339030,Produção,77996,2025NE000108,,,,,,,
184,CMMH,24001.011920/2025-78,SURGICALLMED,690.0,2025-02-01,1454/2024,2025-11-02 00:00:00.000000000,44,634.0,1895,FAE,339030,Produção,77046,2025NE000111,"R$8,28",XXX,XXX,2025-02-25 00:00:00,"R$681,72",2025NL000303,
185,CMMH,24001.011946/2025-16,TECHLIFE,2700.0,2025-02-01,1766/2024,2025-12-29 00:00:00.000000000,44,634.0,1895,FAE,339030,Produção,77998,2025NE000114,,,,,,,
186,FARMACIA,24001.009217/2025-08,UNI HOSPITALAR,8820.0,2025-02-01,OC,2026-01-05 00:00:00.000000000,123,656.0,1874,FAE,339030,Produção,78989,2025NE000206,,,,,,,
187,CMMH,24001.009224/2025-00,CEI COMERCIO,78666.0,2025-02-01,OC,2025-10-27 00:00:00.000000000,TESOURO,669.0,1895,TESOURO,339030,Não Informado,,2025NE000241,"R$9,44",XXX,XXX,2025-03-10 00:00:00,"R$777,22",2025NL000414,
188,FARMACIA,24001.009264/2025-43,SANTA BRANCA,1646.0,2025-02-01,OC,2025-12-11 00:00:00.000000000,123,675.0,1874,FAE,339030,Produção,80703,2025NE000263,"R$19,75",XXX,XXX,2025-04-02 00:00:00,"R$1.626,25",2025NL000639,
189,NUTRIÇÃO,24001.010630/2025-15,FRESENIUS KABI,11700.0,2025-02-01,OC,2025-04-16 00:00:00.000000000,TESOURO,670.0,1874,TESOURO,339030,T/500,T/500,2025NE000246,,,,,,,
190,CMMH,24001.011443/2025-41,PANORAMA,10240.0,2025-02-01,OC,2025-08-05 00:00:00.000000000,TESOURO,669.0,1895,TESOURO,339030,T/500,T/500,2025NE000237,"R$122,88",XXX,XXX,2025-03-27 00:00:00,"R$10.117,12",2025NL000580,
191,NUTRIÇÃO,24001.010613/2025-70,OMEGA DISTRIBUIDORA,9195.0,2025-02-01,OC,2025-04-02 00:00:00.000000000,TESOURO,670.0,1872,TESOURO,339030,T/500,T/500,2025NE000251,"R$110,34",XXX,XXX,2025-03-27 00:00:00,"R$9.084,66",2025NL000579,
192,NUTRIÇÃO,24001.010607/2025-12,ART MEDICA,19482.0,2025-02-01,OC,2025-06-09 00:00:00.000000000,TESOURO,670.0,1872,TESOURO,339030,T/500,T/500,2025NE000248,"R$23,38",XXX,XXX,2025-03-11 00:00:00,"R$1.924,82",2025NL000424,
193,NUTRIÇÃO,24001.010601/2025-45,PROHOSPITAL,42264.0,2025-02-01,OC,2025-03-12 00:00:00.000000000,TESOURO,670.0,1872,TESOURO,339030,T/500,T/500,2025NE000245,"R$5,07",XXX,XXX,2025-03-14 00:00:00,"R$417,57",2025NL000456,
194,FARMACIA,24001.009135/2025-55,BELIEVE FARMA,81.0,2025-02-01,OC,2025-07-04 00:00:00.000000000,123,675.0,1874,FAE,339030,Produção,79659,2025NE000264,,,,,,,
195,FARMACIA,24001.008958/2025-63,SHOPMED BRASIL,2212.0,2025-02-01,OC,2025-08-12 00:00:00.000000000,123,675.0,1874,FAE,339030,Produção,81144,2025NE000261,,,,,,,
196,NUTRIÇÃO,24001.010618/2025-01,SELLENE COMERCIO,52224.0,2025-02-01,OC,2025-07-29 00:00:00.000000000,TESOURO,670.0,1872,TESOURO,339030,T/500,T/500,2025NE000243,"R$6,27",XXX,XXX,2025-03-17 00:00:00,"R$515,97",2025NL000467,
197,NUTRIÇÃO,24001.010590/2025-01,DV COMERCIAL,2292.0,2025-02-01,OC,2025-11-11 00:00:00.000000000,TESOURO,670.0,1872,TESOURO,339030,T/500,T/500,2025NE000244,,,,,,,
198,NUTRIÇÃO,24001.010592/2025-92,OMEGA DISTRIBUIDORA,2910.0,2025-02-01,OC,2025-04-02 00:00:00.000000000,TESOURO,670.0,1872,TESOURO,339030,T/500,T/500,2025NE000249,"R$34,92",XXX,XXX,2025-03-20 00:00:00,"R$2.875,08",2025NL000504,
199,CMMH,24001.012056/2025-21,SURGICALLMED,760.0,2025-02-01,1454/2024,2025-11-02 00:00:00.000000000,TESOURO,669.0,1895,TESOURO,339030,T/500,T/500,2025NE000242,,,,,,,
200,EXAMES,24001.009385/2025-95,SOMED,194419.0,2025-01-01,700/200,2025-08-06 00:00:00.000000000,123,588.0,2192,FAE,339039,Produção,78860,2025NE000154,"R$93,32",XXX,XXX,2025-03-06 00:00:00,"R$1.850,87",2025NL000377,
201,MANUTENÇÃO,24001.012310/2025-91,SOLUÇÃO MOVEIS,40210.0,2025-01-01,1116/2024,2025-08-01 00:00:00.000000000,123,591.0,2156,FAE,339039,Produção,78317,2025NE000176,,,,,,,
202,MANUTENÇÃO,24001.012307/2025-78,CR OXIGENIO,476528.0,2025-01-01,185/2022,2025-03-28 00:00:00.000000000,123,587.0,2163,FAE,339039,Produção,78318,2025NE000156,,,,,,,
203,EXAMES,24001.009371/2025-71,CARDIOEXATA,3841979.0,2025-01-01,1290/2024,2025-10-01 00:00:00.000000000,123,589.0,2192,FAE,339039,Produção,78319,2025NE000153,,,,,,,
204,NUTRIÇÃO, 24001.012519/2025-55,ISM,54526399.0,2025-01-01,776/2021,2025-09-02 00:00:00.000000000,270,686.0,1872,FAE,339030,Produção,79385,2025NE000345,"R$6.543,17",XXX,XXX,2025-03-13 00:00:00,"R$538.720,82",2025NL000449,
205,SEAGE,24001.012641/2025-21,RIGOBERTO GADELHA,313215.0,2025-01-01,1123/2017,2025-11-11 00:00:00.000000000,123,593.0,2083,FAE,339036,Produção,78241,2025NE000186,,,,,,,
206,SEAGE,24001.011193/2025-49,LIMPTUDO,3067171.0,2025-01-01,1038/2023,2025-09-23 00:00:00.000000000,TESOURO,594.0,2141,FAE,339039,Produção,,2025NE000184,,,,,,,
207,SESMT, 24001.012910/2025-50,ALTOS ENGENHARIA,8550.0,2025-02-01,1262/2024,2025-09-09 00:00:00.000000000,123,592.0,2149,FAE,339039,Produção,81246,2025NE000175,,,,,,,
208,EXAMES,24001.012717/2025-19,NUCLEO IMAGEM,32550.0,2025-01-01,669/2021,2025-09-10 00:00:00.000000000,123,595.0,2192,FAE,339039,Não Informado,78389,2025NE000182,,,,,,,
209,MANUTENÇÃO, 24001.013088/2025-44,GEETA,150000.0,2025-02-01,93/2019,2025-02-28 00:00:00.000000000,123,586.0,2156,FAE,339039,Não Informado,,2025NE000174,,,,,,,
210,CMMH,24001.013315/2025-31,SURGICALLMED,920.0,2025-02-01,1454/2024,2025-11-02 00:00:00.000000000,TESOURO,669.0,1895,TESOURO,339030,T/500,T/500,2025NE000238,"R$11,04",XXX,XXX,2025-03-11 00:00:00,"R$908,96",2025NL000425,
211,EXAMES,24001.013372/2025-11,DAVITA,51495312.0,2025-01-01,1130/2020,2025-10-19 00:00:00.000000000,401,,Não Informado,Não Informado,Não Informado,Não Informado,81150,2025NE000544,,,,,,,
212,ALMOXARIFADO,24001.003744/2025-09,SOLERO COMERCIO,12324.0,2025-02-01,OC,2025-06-18 00:00:00.000000000,123,672.0,1895,FAE,339030,PRODUÇÃO,83563,2025NE000262,"R$ 147,89",XXX,XXX,2025-05-20 00:00:00,"R$ 12.176,11",2025NL000262,
213,EXAMES,24001.013384/2025-45,DAVITA,11049462.0,2025-01-01,1130/2020,2025-10-19 00:00:00.000000000,401,,Não Informado,Não Informado,Não Informado,Não Informado,81148,2025NE000543,,,,,,,
214,EXAMES,24001.013497/2025-41,OMNIMAGEM,36000.0,2025-01-01,1298/2023,2025-12-18 00:00:00.000000000,228,607.0,2192,FAE,339039,Não Informado,,2025NE000285,,,,,,,
215,CMMH,24001.013734/2025-73,SURGICALLMED,920.0,2025-02-01,1454/2024,2025-11-02 00:00:00.000000000,TESOURO,669.0,1895,TESOURO,339030,T/500,T/500,2025NE000240,,,,,,,
216,NUTRIÇÃO,24001.011520/2025-62,MEDICAL CENTER,10692.0,2025-02-01,OC,2025-03-19 00:00:00.000000000,TESOURO,670.0,1872,TESOURO,339030,T/500,T/500,2025NE000247,,,,,,,
217,CMMH,24001.013279/2025-14,MED-SURGERY,2700.0,2025-02-01,OC,2025-05-23 00:00:00.000000000,TESOURO,669.0,1895,TESOURO,339030,T/500,T/500,2025NE000239,"R$32,40",XXX,XXX,2025-03-18 00:00:00,"R$2.667,60",2025NL000492,
218,FARMACIA,24001.013818/2025-15,PANORAMA,16750.0,2025-02-01,OC,2025-02-25 00:00:00.000000000,TESOURO,665.0,1874,TESOURO,339030,T/500,T/500,2025NE000216,,,,,,,
219,MANUTENÇÃO,24001.014265/2025-18,WHITE MARTINS,1332485.0,2025-01-01,1048/2024,,ARQUIVADO,,Não Informado,Não Informado,Não Informado,Não Informado,,000000,,,,,,,
220,INFORMATICA,24001.014354/2025-56,SIMPRESS,9958415.0,2025-01-01,1117/2023,,128,55.0,3082,FAE,339040,Não Informado,80102,2025NE000288,"R$4.780,04",XXX,XXX,2025-03-27 00:00:00,"R$94.804,11",2025NL000557,
221,CMMH,24001.014046/2025-21,PANORAMA,470.0,2025-02-01,OC,2025-06-24 00:00:00.000000000,TESOURO,669.0,1895,TESOURO,339030,T/500,T/500,2025NE000236,"R$ 2,59
R$3,05",XXX,XXX,"14.04.25
14.05.25","R$ 213,61
R$250,75","2025NL000763
2025NL001024",
322,INFORMATICA,24001.014842/2025-63,NETWORK SECURE,94000.0,2025-02-01,1431/2024,,730,,Não Informado,Não Informado,Não Informado,PRODUÇÃO,85302,2025NE000991,,,,,,,
223,ALMOXARIFADO,24001.014357/2025-90,M C VITORIANO,375155.0,2025-02-01,OC,2025-06-19 00:00:00.000000000,116,673.0,1895,TESOURO,339030,T/500,T/500,2025NE000259,SIMPLES,XXX,XXX,2025-04-23 00:00:00,"R$37.515,50",2025NL000829,
224,MANUTENÇÃO,24001.002770/2025-10,LOCMED,75237.0,,863/2020,,123,600.0,2344,FAE,339092,Não Informado,,2025NE000235,,,,,,,
225,EXAMES,24001.014822/2025-92,PRONTOCIRURGICO,11315.0,2025-01-01,1333/2024,,123,602.0,2192,FAE,339039,Não Informado,79336,2025NE000272,"R$169,73","R$339,45",XXX,2025-03-13 00:00:00,"R$10.805,82",2025NL000446,
226,SEDEP,24001.011646/2025-37,GDI,82661493.0,2025-02-01,Não Informado,,TESOURO,,Não Informado,Não Informado,Não Informado,Não Informado,,2025NE000233,,,,,,,
227,CMMH,24001.014756/2025-51,GOLDMED,1700.0,2025-02-01,OC,2025-12-10 00:00:00.000000000,123,674.0,1895,TESOURO,339030,Não Informado,80110,2025NE000257,XXX,XXX,XXX,2025-03-27 00:00:00,"R$1.700,00",2025NL000567,
228,CMMH,24001.014755/2025-14,NATEK NATUREZA,3499.0,2025-02-01,OC,2025-12-10 00:00:00.000000000,123,674.0,1895,TESOURO,339030,Não Informado,80767,2025NE000258,XXX,XXX,XXX,2025-04-03 00:00:00,"R$3.499,00",2025NL000652,
229,MANUTENÇÃO,24001.015273/2025-73,K G CONSTRUÇÕES,1801425.0,2025-02-01,1400/2024,,228,604.0,2166,FAE,339039,Não Informado,78859,2025NE000279,"R$2.161,71","R$9.007,13","R$9.907,84",2025-03-06 00:00:00,"R$159.065,82",2025NL000376,
230,NUTRIÇÃO,24001.014064/2025-11,ROBERTO CORETT,4800.0,2025-02-01,OC,2025-03-12 00:00:00.000000000,116,671.0,1872,TESOURO,339030,T/500,T/500,2025NE000260,,,,,,,
231,EXAMES,24001.013521/2025-41,OMNIMAGEM,54119.0,2025-01-01,1073/2023,2024-12-15 00:00:00.000000000,123,602.0,2192,FAE,339039,Não Informado,78964,2025NE000273,,,,,,,
232,EXAMES,24001.011242/2025-43,COOPEND,1412935.0,2025-01-01,1087/2024,,123,602.0,2192,FAE,339039,Não Informado,79263,2025NE000271,"R$211,90",XXX,XXX,2025-03-12 00:00:00,"R$13.917,41",2025NL000437,
233,APLV,24001.014829/2025-12,ART MEDICA,85837056.0,2025-02-01,OC,,TESOURO,,Não Informado,Não Informado,Não Informado,Não Informado,,2025NE000289,"R$ 10.300,45",XXX,XXX,2025-05-19 00:00:00,"R$ 848.070,11",2025NL001063,
234,MANUTENÇÃO,24001.016370/2025-83,GEETA,90000.0,2025-02-01,093/2019,2025-02-28 00:00:00.000000000,123,602.0,2156,FAE,339030,Não Informado,79957,2025NE000278,,,,,,,
NP123,Não Informado,,Não Informado,,,Não Informado,,,,Não Informado,Não Informado,Não Informado,Não Informado,,,,,,,,,
235,CMMH,24001.016379/2025-94,CIRURGICA SANTA HELENA,11700.0,2025-02-01,OC,2025-03-25 00:00:00.000000000,265,690.0,1895,TESOURO,339030,T/500,T/500,2025NE000368,,,,,,,
236,CMMH,24001.016824/2025-16,WILLIANA PAIVA,105000.0,2025-03-01,1462/2024,2025-10-25 00:00:00.000000000,265,687.0,1895,TESOURO,339030,T/500,T/500,2025NE000344,"R$1.260,00",XXX,XXX,2025-03-17 00:00:00,"R$103.740,00",2025NL000473,
